"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon Apr 24 11:18:00 GMT 2023","Mon Apr 24 11:18:02 GMT 2023","2081","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adatkezelési nyilatkozat elfogadása",""
"passed","Mon Apr 24 11:19:17 GMT 2023","Mon Apr 24 11:19:33 GMT 2023","15380","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Meglévő adat módosítás (user profil bio)",""
"passed","Mon Apr 24 11:20:08 GMT 2023","Mon Apr 24 11:20:19 GMT 2023","10370","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Kijelentkezés",""
"passed","Mon Apr 24 11:18:15 GMT 2023","Mon Apr 24 11:18:19 GMT 2023","3883","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Bejelentkezés regisztrált felhasználóval",""
"passed","Mon Apr 24 11:18:33 GMT 2023","Mon Apr 24 11:18:44 GMT 2023","10419","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Több oldalas lista bejárása",""
"passed","Mon Apr 24 11:18:47 GMT 2023","Mon Apr 24 11:18:56 GMT 2023","9478","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Új adat bevitel, új cikk",""
"passed","Mon Apr 24 11:18:59 GMT 2023","Mon Apr 24 11:19:14 GMT 2023","14658","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Ismételt és sorozatos adatbevitel adatforrásból, kommentek",""
"passed","Mon Apr 24 11:19:36 GMT 2023","Mon Apr 24 11:19:52 GMT 2023","16132","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adat törlése, cikk",""
"passed","Mon Apr 24 11:19:55 GMT 2023","Mon Apr 24 11:20:05 GMT 2023","10467","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adatok lementése felületről, tag lista",""
"passed","Mon Apr 24 11:18:22 GMT 2023","Mon Apr 24 11:18:30 GMT 2023","8443","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Adatok listázása",""
"passed","Mon Apr 24 11:18:05 GMT 2023","Mon Apr 24 11:18:12 GMT 2023","6470","test_conduit_vizsgaremek","test_conduit","TestConduit","","","Regisztráció új felhasználóval",""
